Section,Path,Left,Right,Summary
Definitions,TransactionRejectedInfo,"description: ""Klasa opisuj\u0105ca odrzucon\u0105 transakcj\u0119 p\u0142atnicz\u0105""
allOf:
- $ref: '#/definitions/ItemInfoBase'
- type: object
  required:
  - itemId
  - amount
  - transactionCategory
  properties:
    transactionCategory:
      type: string
      enum:
      - CREDIT
      - DEBIT
      description: ""Kategoria transakcji uznanie/obci\u0105\u017Cenie / Transaction\
        \ category (credit/debit)""
    initiator:
      $ref: '#/definitions/NameAddress'
    sender:
      $ref: '#/definitions/SenderRecipient'
    recipient:
      $ref: '#/definitions/SenderRecipient'
    rejectionReason:
      type: string
      maxLength: 140
      description: Powod odrzucenia
    rejectionDate:
      type: string
      format: date-time
      description: Data odrzucenia, YYYY-MM-DDThh:mm:ss[.mmm]
xml:
  name: TransactionRejectedInfo
",,"Removed:
- description: Klasa opisująca odrzuconą transakcję płatniczą
- allOf: - $ref: '#/definitions/ItemInfoBase'
- type: object
  required:
  - itemId
  - amount
  - transactionCategory
  properties:
    transactionCategory:
      type: string
      enum:
      - CREDIT
      - DEBIT
      description: ""Kategoria transakcji uznanie/obci\u0105\u017Cenie / Transaction\
        \ category (credit/debit)""
    initiator:
      $ref: '#/definitions/NameAddress'
    sender:
      $ref: '#/definitions/SenderRecipient'
    recipient:
      $ref: '#/definitions/SenderRecipient'
    rejectionReason:
      type: string
      maxLength: 140
      description: Powod odrzucenia
    rejectionDate:
      type: string
      format: date-time
      description: Data odrzucenia, YYYY-MM-DDThh:mm:ss[.mmm]
- xml: name: TransactionRejectedInfo"
Definitions,TransactionInfo,"description: ""Klasa opisuj\u0105ca transakcj\u0119 p\u0142atnicz\u0105""
allOf:
- $ref: '#/definitions/ItemInfoBase'
- type: object
  required:
  - itemId
  - amount
  - transactionCategory
  properties:
    transactionCategory:
      type: string
      enum:
      - CREDIT
      - DEBIT
      description: ""Kategoria transakcji uznanie/obci\u0105\u017Cenie / Transaction\
        \ category (credit/debit)""
    transactionStatus:
      $ref: '#/definitions/DictionaryItem'
    initiator:
      $ref: '#/definitions/NameAddress'
    sender:
      $ref: '#/definitions/SenderRecipient'
    recipient:
      $ref: '#/definitions/SenderRecipient'
    bookingDate:
      type: string
      format: date-time
      description: ""Data ksi\u0119gowania, YYYY-MM-DDThh:mm:ss[.mmm]. Wymagane warunkowo\
        \ - w przypadku transakcji zaksi\u0119gowanych.""
    postTransactionBalance:
      type: string
      pattern: ^-?(0|([1-9][0-9]{0,}))\.\d{2}$
      description: ""Saldo rachunku po transakcji. Wymagane warunkowo - w przypadku\
        \ transakcji zaksi\u0119gowanych.""
xml:
  name: TransactionInfo
",,"Removed:
- description: Klasa opisująca transakcję płatniczą
- allOf: - $ref: '#/definitions/ItemInfoBase'
- type: object
  required:
  - itemId
  - amount
  - transactionCategory
  properties:
    transactionCategory:
      type: string
      enum:
      - CREDIT
      - DEBIT
      description: ""Kategoria transakcji uznanie/obci\u0105\u017Cenie / Transaction\
        \ category (credit/debit)""
    transactionStatus:
      $ref: '#/definitions/DictionaryItem'
    initiator:
      $ref: '#/definitions/NameAddress'
    sender:
      $ref: '#/definitions/SenderRecipient'
    recipient:
      $ref: '#/definitions/SenderRecipient'
    bookingDate:
      type: string
      format: date-time
      description: ""Data ksi\u0119gowania, YYYY-MM-DDThh:mm:ss[.mmm]. Wymagane warunkowo\
        \ - w przypadku transakcji zaksi\u0119gowanych.""
    postTransactionBalance:
      type: string
      pattern: ^-?(0|([1-9][0-9]{0,}))\.\d{2}$
      description: ""Saldo rachunku po transakcji. Wymagane warunkowo - w przypadku\
        \ transakcji zaksi\u0119gowanych.""
- xml: name: TransactionInfo"
Definitions,TransactionCancelledInfo,"description: ""Klasa opisuj\u0105ca odwo\u0142an\u0105 transakcj\u0119 p\u0142atnicz\u0105""
allOf:
- $ref: '#/definitions/ItemInfoBase'
- type: object
  required:
  - itemId
  - amount
  - transactionCategory
  properties:
    transactionCategory:
      type: string
      enum:
      - CREDIT
      - DEBIT
      description: ""Kategoria transakcji uznanie/obci\u0105\u017Cenie / Transaction\
        \ category (credit/debit)""
    transactionStatus:
      $ref: '#/definitions/DictionaryItem'
    initiator:
      $ref: '#/definitions/NameAddress'
    sender:
      $ref: '#/definitions/SenderRecipient'
    recipient:
      $ref: '#/definitions/SenderRecipient'
xml:
  name: TransactionCancelledInfo
",,"Removed:
- description: Klasa opisująca odwołaną transakcję płatniczą
- allOf: - $ref: '#/definitions/ItemInfoBase'
- type: object
  required:
  - itemId
  - amount
  - transactionCategory
  properties:
    transactionCategory:
      type: string
      enum:
      - CREDIT
      - DEBIT
      description: ""Kategoria transakcji uznanie/obci\u0105\u017Cenie / Transaction\
        \ category (credit/debit)""
    transactionStatus:
      $ref: '#/definitions/DictionaryItem'
    initiator:
      $ref: '#/definitions/NameAddress'
    sender:
      $ref: '#/definitions/SenderRecipient'
    recipient:
      $ref: '#/definitions/SenderRecipient'
- xml: name: TransactionCancelledInfo"
Definitions,TransactionScheduledInfo,"description: ""Klasa opisuj\u0105ca zaplanowan\u0105 transakcj\u0119 p\u0142atnicz\u0105""
allOf:
- $ref: '#/definitions/ItemInfoBase'
- type: object
  required:
  - itemId
  - amount
  - transactionCategory
  properties:
    transactionCategory:
      type: string
      enum:
      - CREDIT
      - DEBIT
      description: ""Kategoria transakcji uznanie/obci\u0105\u017Cenie / Transaction\
        \ category (credit/debit)""
    transactionStatus:
      $ref: '#/definitions/DictionaryItem'
    initiator:
      $ref: '#/definitions/NameAddress'
    sender:
      $ref: '#/definitions/SenderRecipient'
    recipient:
      $ref: '#/definitions/SenderRecipient'
xml:
  name: TransactionScheduledInfo
",,"Removed:
- description: Klasa opisująca zaplanowaną transakcję płatniczą
- allOf: - $ref: '#/definitions/ItemInfoBase'
- type: object
  required:
  - itemId
  - amount
  - transactionCategory
  properties:
    transactionCategory:
      type: string
      enum:
      - CREDIT
      - DEBIT
      description: ""Kategoria transakcji uznanie/obci\u0105\u017Cenie / Transaction\
        \ category (credit/debit)""
    transactionStatus:
      $ref: '#/definitions/DictionaryItem'
    initiator:
      $ref: '#/definitions/NameAddress'
    sender:
      $ref: '#/definitions/SenderRecipient'
    recipient:
      $ref: '#/definitions/SenderRecipient'
- xml: name: TransactionScheduledInfo"
Definitions,TransactionsDoneInfoResponse,"description: ""Klasa odpowiedzi zawieraj\u0105ca list\u0119 transakcji done / Done\
  \ Transaction Information Response Class""
required:
- responseHeader
properties:
  responseHeader:
    $ref: '#/definitions/ResponseHeader'
  transactions:
    type: array
    items:
      $ref: '#/definitions/TransactionInfo'
  pageInfo:
    $ref: '#/definitions/PageInfo'
xml:
  name: TransactionsDoneInfoResponse
",,"Removed:
- description: Klasa odpowiedzi zawierająca listę transakcji done / Done Transaction Information Response Class
- required: - responseHeader
- properties: responseHeader:
  $ref: '#/definitions/ResponseHeader'
transactions:
  type: array
  items:
    $ref: '#/definitions/TransactionInfo'
pageInfo:
  $ref: '#/definitions/PageInfo'
- xml: name: TransactionsDoneInfoResponse"
Definitions,TransactionsCancelledInfoResponse,"description: ""Klasa odpowiedzi zawieraj\u0105ca list\u0119 transakcji cancelled /\
  \ Cancelled Transaction Information Response Class""
required:
- responseHeader
properties:
  responseHeader:
    $ref: '#/definitions/ResponseHeader'
  transactions:
    type: array
    items:
      $ref: '#/definitions/TransactionCancelledInfo'
  pageInfo:
    $ref: '#/definitions/PageInfo'
xml:
  name: TransactionsCancelledInfoResponse
",,"Removed:
- description: Klasa odpowiedzi zawierająca listę transakcji cancelled / Cancelled Transaction Information Response Class
- required: - responseHeader
- properties: responseHeader:
  $ref: '#/definitions/ResponseHeader'
transactions:
  type: array
  items:
    $ref: '#/definitions/TransactionCancelledInfo'
pageInfo:
  $ref: '#/definitions/PageInfo'
- xml: name: TransactionsCancelledInfoResponse"
Definitions,TransactionsScheduledInfoResponse,"description: ""Klasa odpowiedzi zawieraj\u0105ca list\u0119 transakcji scheduled /\
  \ Scheduled Transaction Information Response Class""
required:
- responseHeader
properties:
  responseHeader:
    $ref: '#/definitions/ResponseHeader'
  transactions:
    type: array
    items:
      $ref: '#/definitions/TransactionScheduledInfo'
  pageInfo:
    $ref: '#/definitions/PageInfo'
xml:
  name: TransactionsScheduledInfoResponse
",,"Removed:
- description: Klasa odpowiedzi zawierająca listę transakcji scheduled / Scheduled Transaction Information Response Class
- required: - responseHeader
- properties: responseHeader:
  $ref: '#/definitions/ResponseHeader'
transactions:
  type: array
  items:
    $ref: '#/definitions/TransactionScheduledInfo'
pageInfo:
  $ref: '#/definitions/PageInfo'
- xml: name: TransactionsScheduledInfoResponse"
Definitions,TransactionPendingInfoResponse,"description: ""Klasa odpowiedzi zawieraj\u0105ca list\u0119 transakcji pending / Pending\
  \ Transaction Information Response Class""
required:
- responseHeader
properties:
  responseHeader:
    $ref: '#/definitions/ResponseHeader'
  transactions:
    type: array
    items:
      $ref: '#/definitions/TransactionPendingInfo'
  pageInfo:
    $ref: '#/definitions/PageInfo'
xml:
  name: TransactionPendingInfoResponse
",,"Removed:
- description: Klasa odpowiedzi zawierająca listę transakcji pending / Pending Transaction Information Response Class
- required: - responseHeader
- properties: responseHeader:
  $ref: '#/definitions/ResponseHeader'
transactions:
  type: array
  items:
    $ref: '#/definitions/TransactionPendingInfo'
pageInfo:
  $ref: '#/definitions/PageInfo'
- xml: name: TransactionPendingInfoResponse"
Definitions,TransactionRejectedInfoResponse,"description: ""Klasa odpowiedzi zawieraj\u0105ca list\u0119 transakcji rejected / Rejected\
  \ Transaction Information Response Class""
required:
- responseHeader
properties:
  responseHeader:
    $ref: '#/definitions/ResponseHeader'
  transactions:
    type: array
    items:
      $ref: '#/definitions/TransactionRejectedInfo'
  pageInfo:
    $ref: '#/definitions/PageInfo'
xml:
  name: TransactionRejectedInfoResponse
",,"Removed:
- description: Klasa odpowiedzi zawierająca listę transakcji rejected / Rejected Transaction Information Response Class
- required: - responseHeader
- properties: responseHeader:
  $ref: '#/definitions/ResponseHeader'
transactions:
  type: array
  items:
    $ref: '#/definitions/TransactionRejectedInfo'
pageInfo:
  $ref: '#/definitions/PageInfo'
- xml: name: TransactionRejectedInfoResponse"
Definitions,HoldInfoResponse,"description: ""Klasa odpowiedzi zawieraj\u0105ca list\u0119 blokad na rachunku / Hold\
  \ Information Response Class""
required:
- responseHeader
properties:
  responseHeader:
    $ref: '#/definitions/ResponseHeader'
  holds:
    type: array
    items:
      $ref: '#/definitions/HoldInfo'
  pageInfo:
    $ref: '#/definitions/PageInfo'
xml:
  name: HoldInfoResponse
",,"Removed:
- description: Klasa odpowiedzi zawierająca listę blokad na rachunku / Hold Information Response Class
- required: - responseHeader
- properties: responseHeader:
  $ref: '#/definitions/ResponseHeader'
holds:
  type: array
  items:
    $ref: '#/definitions/HoldInfo'
pageInfo:
  $ref: '#/definitions/PageInfo'
- xml: name: HoldInfoResponse"
Definitions,TransactionDetailRequest,"description: ""Klasa zapytania o pojedyncz\u0105 transakcj\u0119 / Transaction Detail\
  \ Request Class""
type: object
required:
- requestHeader
- itemId
- accountNumber
properties:
  requestHeader:
    $ref: '#/definitions/RequestHeaderAIS'
  itemId:
    type: string
    maxLength: 64
    description: ID elementu (transakcji lub blokadzie) nadany przez ASPSP / Element
      (transaction or hold) ID (ASPSP)
  accountNumber:
    type: string
    maxLength: 34
    description: Numer konta nadawcy / Sender account number
  bookingDate:
    type: string
    format: date-time
    description: ""Data zaksi\u0119gowania operacji, YYYY-MM-DDThh:mm:ss[.mmm] / Transaction\
      \ booking date""
xml:
  name: TransactionDetailRequest
",,"Removed:
- description: Klasa zapytania o pojedynczą transakcję / Transaction Detail Request Class
- type: object
- required: - requestHeader
- itemId
- accountNumber
- properties: requestHeader:
  $ref: '#/definitions/RequestHeaderAIS'
itemId:
  type: string
  maxLength: 64
  description: ID elementu (transakcji lub blokadzie) nadany przez ASPSP / Element
    (transaction or hold) ID (ASPSP)
accountNumber:
  type: string
  maxLength: 34
  description: Numer konta nadawcy / Sender account number
bookingDate:
  type: string
  format: date-time
  description: ""Data zaksi\u0119gowania operacji, YYYY-MM-DDThh:mm:ss[.mmm] / Transaction\
    \ booking date""
- xml: name: TransactionDetailRequest"
Definitions,Payor.properties.payorIdType.description,"""Typ identyfikatora p\u0142atnika / Payor ID type""
","""Typ identyfikatora p\u0142atnika / Payor ID type\n* `N` - NIP\n* `P` - Pesel\n* `R`\
  \ - Regon\n* `1` - Dow\xF3d osobisty\n* `2` - Paszport\n* `3` - Inny""
","Added:
- Typ identyfikatora płatnika / Payor ID type
* `N` - NIP
* `P` - Pesel
* `R` - Regon
* `1` - Dowód osobisty
* `2` - Paszport
* `3` - Inny"
Definitions,Payor.properties.payorIdType.enum,"- N
- P
- R
- 1
- 2
- 3
","- N
- P
- R
- '1'
- '2'
- '3'
","Added:

- 1
Added:

- 2
Added:

- 3
Removed:

- 1
Removed:

- 2
Removed:

- 3"
Definitions,Payor.properties.payorIdType.x-ms-enum,"name: payorIdType
values:
- value: N
  description: NIP
- value: P
  description: Pesel
- value: R
  description: Regon
- value: 1
  description: ""Dow\xF3d osobisty""
- value: 2
  description: Paszport
- value: 3
  description: Inny
",,"Removed:
- name: payorIdType
- values: - value: N
  description: NIP
- value: P
  description: Pesel
- value: R
  description: Regon
- value: 1
  description: ""Dow\xF3d osobisty""
- value: 2
  description: Paszport
- value: 3
  description: Inny"
Definitions,SocialSecurityPayor,"description: ""Klasa informacji o p\u0142atniku do ZUS / Polish Social Security Institution\
  \ (ZUS) Payor Information Class""
type: object
properties:
  nip:
    type: string
    maxLength: 10
    description: Numer Identyfikacji Podatkowej / Payor's Tax Identification Number
  additionalPayorId:
    type: string
    maxLength: 20
    description: ""Dodatkowy numer identyfikacyjny p\u0142atnika / Payor's additional\
      \ identification number""
  additionalPayorIdType:
    type: string
    description: ""Typ dodatkowego identyfikatora p\u0142atnika / Payor's additional\
      \ identifier type""
    enum:
    - P
    - R
    - 1
    - 2
    x-ms-enum:
      name: additionalPayorIdType
      values:
      - value: P
        description: Pesel
      - value: R
        description: Regon
      - value: 1
        description: ""Dow\xF3d osobisty""
      - value: 2
        description: Paszport
xml:
  name: SocialSecurityPayor
",,"Removed:
- description: Klasa informacji o płatniku do ZUS / Polish Social Security Institution (ZUS) Payor Information Class
- type: object
- properties: nip:
  type: string
  maxLength: 10
  description: Numer Identyfikacji Podatkowej / Payor's Tax Identification Number
additionalPayorId:
  type: string
  maxLength: 20
  description: ""Dodatkowy numer identyfikacyjny p\u0142atnika / Payor's additional\
    \ identification number""
additionalPayorIdType:
  type: string
  description: ""Typ dodatkowego identyfikatora p\u0142atnika / Payor's additional\
    \ identifier type""
  enum:
  - P
  - R
  - 1
  - 2
  x-ms-enum:
    name: additionalPayorIdType
    values:
    - value: P
      description: Pesel
    - value: R
      description: Regon
    - value: 1
      description: ""Dow\xF3d osobisty""
    - value: 2
      description: Paszport
- xml: name: SocialSecurityPayor"
Definitions,TransactionInfoZUS,"description: Klasa informacji danych dla przelewu do ZUS / ZUS Transfer Information
  Class
type: object
properties:
  payerInfo:
    $ref: '#/definitions/SocialSecurityPayor'
  contributionType:
    type: string
    maxLength: 1
    description: ""Typ wp\u0142aty / Contribution type""
  contributionId:
    type: string
    maxLength: 2
    description: Numer deklaracji / Contribution identifier
  contributionPeriod:
    type: string
    maxLength: 6
    description: 'Okres deklaracji / Contribution period, Format: MMYYYY'
  paymentTypeId:
    type: string
    maxLength: 1
    description: ""Identyfikator typu p\u0142atno\u015Bci / Payment type ID""
  obligationId:
    type: string
    maxLength: 40
    description: ""Numer tytu\u0142u wykonawczego / Obligation identifier or number""
xml:
  name: TransactionInfoZUS
",,"Removed:
- description: Klasa informacji danych dla przelewu do ZUS / ZUS Transfer Information Class
- type: object
- properties: payerInfo:
  $ref: '#/definitions/SocialSecurityPayor'
contributionType:
  type: string
  maxLength: 1
  description: ""Typ wp\u0142aty / Contribution type""
contributionId:
  type: string
  maxLength: 2
  description: Numer deklaracji / Contribution identifier
contributionPeriod:
  type: string
  maxLength: 6
  description: 'Okres deklaracji / Contribution period, Format: MMYYYY'
paymentTypeId:
  type: string
  maxLength: 1
  description: ""Identyfikator typu p\u0142atno\u015Bci / Payment type ID""
obligationId:
  type: string
  maxLength: 40
  description: ""Numer tytu\u0142u wykonawczego / Obligation identifier or number""
- xml: name: TransactionInfoZUS"
Definitions,TransactionInfoCard,"type: object
description: ""Klasa reprezentuj\u0105ca informacje o karcie w ramach transakcji /\
  \ Transaction Card Information Class""
properties:
  cardHolder:
    type: string
    description: ""W\u0142a\u015Bciciel karty / Card holder""
  cardNumber:
    type: string
    description: Numer karty / Card number
",,"Removed:
- type: object
- description: Klasa reprezentująca informacje o karcie w ramach transakcji / Transaction Card Information Class
- properties: cardHolder:
  type: string
  description: ""W\u0142a\u015Bciciel karty / Card holder""
cardNumber:
  type: string
  description: Numer karty / Card number"
Definitions,TransactionDetailResponse,"description: ""Klasa odpowiedzi na zapytanie o transakcj\u0119 /  Transaction Detail\
  \ Response Class""
type: object
required:
- responseHeader
- baseInfo
properties:
  responseHeader:
    $ref: '#/definitions/ResponseHeader'
  baseInfo:
    $ref: '#/definitions/TransactionInfo'
  zusInfo:
    $ref: '#/definitions/TransactionInfoZUS'
  usInfo:
    $ref: '#/definitions/TransactionInfoTax'
  cardInfo:
    $ref: '#/definitions/TransactionInfoCard'
  currencyDate:
    type: string
    format: date-time
    description: Data kursu waluty, YYYY-MM-DDThh:mm:ss[.mmm] / Date of the currency
      exchange rate
  transactionRate:
    type: array
    items:
      $ref: '#/definitions/CurrencyRate'
  baseCurrency:
    type: string
    maxLength: 3
    description: Waluta oryginalna transakcji, kod ISO / Currency of the transaction,
      ISO code
  amountBaseCurrency:
    type: string
    pattern: ^(0|([1-9][0-9]{0,}))\.\d{2}$
    description: Kwota w oryginalnej walucie / Amount of the transaction
  usedPaymentInstrumentId:
    type: string
    maxLength: 32
    description: ""Unikalny identyfikator instrumentu p\u0142atniczego, za kt\xF3rego\
      \ pomoc\u0105 wykonano transakcj\u0119 / Payment Instrument ID""
  tppTransactionId:
    type: string
    maxLength: 64
    description: Unikalny identyfikator transakcji po stronie TPP / Transaction ID
      (TPP)
  tppName:
    type: string
    maxLength: 32
    description: Nazwa TPP / TPP name
  rejectionReason:
    type: string
    maxLength: 140
    description: Przyczyna odrzucenia / Reason for rejection
  holdExpirationDate:
    type: string
    format: date-time
    description: ""Data wa\u017Cno\u015Bci blokady, YYYY-MM-DDThh:mm:ss[.mmm] / Hold\
      \ expiration date""
xml:
  name: TransactionDetailResponse
",,"Removed:
- description: Klasa odpowiedzi na zapytanie o transakcję /  Transaction Detail Response Class
- type: object
- required: - responseHeader
- baseInfo
- properties: responseHeader:
  $ref: '#/definitions/ResponseHeader'
baseInfo:
  $ref: '#/definitions/TransactionInfo'
zusInfo:
  $ref: '#/definitions/TransactionInfoZUS'
usInfo:
  $ref: '#/definitions/TransactionInfoTax'
cardInfo:
  $ref: '#/definitions/TransactionInfoCard'
currencyDate:
  type: string
  format: date-time
  description: Data kursu waluty, YYYY-MM-DDThh:mm:ss[.mmm] / Date of the currency
    exchange rate
transactionRate:
  type: array
  items:
    $ref: '#/definitions/CurrencyRate'
baseCurrency:
  type: string
  maxLength: 3
  description: Waluta oryginalna transakcji, kod ISO / Currency of the transaction,
    ISO code
amountBaseCurrency:
  type: string
  pattern: ^(0|([1-9][0-9]{0,}))\.\d{2}$
  description: Kwota w oryginalnej walucie / Amount of the transaction
usedPaymentInstrumentId:
  type: string
  maxLength: 32
  description: ""Unikalny identyfikator instrumentu p\u0142atniczego, za kt\xF3rego\
    \ pomoc\u0105 wykonano transakcj\u0119 / Payment Instrument ID""
tppTransactionId:
  type: string
  maxLength: 64
  description: Unikalny identyfikator transakcji po stronie TPP / Transaction ID (TPP)
tppName:
  type: string
  maxLength: 32
  description: Nazwa TPP / TPP name
rejectionReason:
  type: string
  maxLength: 140
  description: Przyczyna odrzucenia / Reason for rejection
holdExpirationDate:
  type: string
  format: date-time
  description: ""Data wa\u017Cno\u015Bci blokady, YYYY-MM-DDThh:mm:ss[.mmm] / Hold\
    \ expiration date""
- xml: name: TransactionDetailResponse"
Definitions,RecurringDomesticPayment.properties.system.enum,"- Elixir
- ExpressElixir
- Sorbnet
- BlueCash
- Internal
","- Elixir
- Internal
","Removed:

- ExpressElixir
Removed:

- Sorbnet
Removed:

- BlueCash"
Definitions,PaymentEEARequest.properties.deliveryMode.enum,"- ExpressD0
- StandardD1
","- ExpressD0
- StandardD1
- UrgentD1
","Added:

- UrgentD1"
Definitions,PaymentEEARequest.properties.system.enum,"- SEPA
- InstantSEPA
- Target
","- SEPA
- InstantSEPA
- Target
- Swift
- SantanderOnePayFX
","Added:

- Swift
Added:

- SantanderOnePayFX"
Definitions,PaymentNonEEARequest.properties.recipientBank.$ref,"'#/definitions/Bank'
","'#/definitions/PaymentNonEEARequestBank'
","Added:
- #/definitions/PaymentNonEEARequestBank"
Definitions,PaymentNonEEARequest.properties.system.enum,"- Swift
","- Swift
- SEPA
- Target
- SantanderOnePayFX
","Added:

- SEPA
Added:

- Target
Added:

- SantanderOnePayFX"
Definitions,PaymentRequest.type,,"object
...
","Added:
- object"
Definitions,BundleRequest.type,,"object
...
","Added:
- object"
Definitions,RecurringPaymentStatusRequest.type,,"object
...
","Added:
- object"
Definitions,PaymentsBundleRequest.properties.transfersTotalAmount.maxLength,,"35
...
","Added:
- 35"
Definitions,RecurringPaymentRequest.properties.typeOfPayment.enum,"- domestic
- EEA
- nonEEA
- tax
","- domestic
","Removed:

- EEA
Removed:

- nonEEA
Removed:

- tax"
Definitions,RecurringPaymentRequest.properties.EEAPayment,"$ref: '#/definitions/RecurringEEAPayment'
",,"Removed:
- $ref: #/definitions/RecurringEEAPayment"
Definitions,RecurringPaymentRequest.properties.nonEEAPayment,"$ref: '#/definitions/RecurringNonEEAPayment'
",,"Removed:
- $ref: #/definitions/RecurringNonEEAPayment"
Definitions,RecurringPaymentRequest.properties.taxPayment,"$ref: '#/definitions/RecurringTaxPayment'
",,"Removed:
- $ref: #/definitions/RecurringTaxPayment"
Definitions,PaymentsBundleResponse.type,,"object
...
","Added:
- object"
Definitions,RecurringPaymentResponse.type,,"object
...
","Added:
- object"
Definitions,CancelPaymentsRequest.type,,"object
...
","Added:
- object"
Definitions,CancelRecurringPaymentRequest.type,,"object
...
","Added:
- object"
Definitions,CancelPaymentsResponse.type,,"object
...
","Added:
- object"
Definitions,CancelRecurringPaymentResponse.type,,"object
...
","Added:
- object"
Definitions,PaymentsRequest.type,,"object
...
","Added:
- object"
Definitions,PaymentTokenEntry.type,,"object
...
","Added:
- object"
Definitions,AddPaymentResponse.type,,"object
...
","Added:
- object"
Definitions,PaymentInfo.type,,"object
...
","Added:
- object"
Definitions,GetPaymentResponse.description,"""Klasa odpowiedzi na pytanie o p\u0142atno\u015B\u0107 / Payment Get Response Class""
",,"Removed:
- Klasa odpowiedzi na pytanie o płatność / Payment Get Response Class"
Definitions,GetPaymentResponse.allOf,"- $ref: '#/definitions/PaymentInfo'
- type: object
  required:
  - responseHeader
  - paymentId
  - generalStatus
  - detailedStatus
  properties:
    responseHeader:
      $ref: '#/definitions/ResponseHeader'
","- $ref: '#/definitions/PaymentInfo'
- properties:
    responseHeader:
      $ref: '#/definitions/ResponseHeader'
  required:
  - responseHeader
  type: object
","Added:

- properties: responseHeader:
  $ref: '#/definitions/ResponseHeader'
- required: - responseHeader
- type: object
Removed:

- type: object
- required: - responseHeader
- paymentId
- generalStatus
- detailedStatus
- properties: responseHeader:
  $ref: '#/definitions/ResponseHeader'"
Definitions,BundleResponse.type,,"object
...
","Added:
- object"
Definitions,RecurringPaymentStatusResponse.type,,"object
...
","Added:
- object"
Definitions,PaymentsResponse.type,,"object
...
","Added:
- object"
Definitions,ConfirmationOfFundsRequest,"description: ""Klasa zapytania o dost\u0119pne \u015Brodki p\u0142atnicze na rachunku\
  \ / Confirmation of Funds Request Class""
type: object
required:
- requestHeader
- accountNumber
- amount
- currency
properties:
  requestHeader:
    $ref: '#/definitions/RequestHeaderWithoutToken'
  accountNumber:
    type: string
    maxLength: 34
    description: Numer konta / Account number
  amount:
    type: string
    pattern: ^(0|([1-9][0-9]{0,}))\.\d{2}$
    description: ""Wielko\u015B\u0107 \u015Brodk\xF3w kt\xF3rej dotyczy zaptanie /\
      \ Amount of the transaction""
  currency:
    type: string
    maxLength: 3
    description: Kod ISO Waluty (waluta transakcji) / Currency of transaction (ISO)
xml:
  name: ConfirmationOfFundsRequest
",,"Removed:
- description: Klasa zapytania o dostępne środki płatnicze na rachunku / Confirmation of Funds Request Class
- type: object
- required: - requestHeader
- accountNumber
- amount
- currency
- properties: requestHeader:
  $ref: '#/definitions/RequestHeaderWithoutToken'
accountNumber:
  type: string
  maxLength: 34
  description: Numer konta / Account number
amount:
  type: string
  pattern: ^(0|([1-9][0-9]{0,}))\.\d{2}$
  description: ""Wielko\u015B\u0107 \u015Brodk\xF3w kt\xF3rej dotyczy zaptanie / Amount\
    \ of the transaction""
currency:
  type: string
  maxLength: 3
  description: Kod ISO Waluty (waluta transakcji) / Currency of transaction (ISO)
- xml: name: ConfirmationOfFundsRequest"
Definitions,ConfirmationOfFundsResponse,"description: ""Klasa odpowiedzi na zapytanie o dost\u0119pne \u015Brodki p\u0142atnicze\
  \ na rachunku / Confirmation of Funds Response Class""
required:
- responseHeader
- fundsAvailable
properties:
  responseHeader:
    $ref: '#/definitions/ResponseHeader'
  fundsAvailable:
    description: ""Status - Czy \u015Brodki s\u0105 dost\u0119pne / Status - are funds\
      \ available""
    type: boolean
    enum:
    - true
    - false
",,"Removed:
- description: Klasa odpowiedzi na zapytanie o dostępne środki płatnicze na rachunku / Confirmation of Funds Response Class
- required: - responseHeader
- fundsAvailable
- properties: responseHeader:
  $ref: '#/definitions/ResponseHeader'
fundsAvailable:
  description: ""Status - Czy \u015Brodki s\u0105 dost\u0119pne / Status - are funds\
    \ available""
  type: boolean
  enum:
  - true
  - false"
Definitions,Error.type,,"object
...
","Added:
- object"
Definitions,RequestHeaderWithoutToken.properties.userAgent.maxLength,,"255
...
","Added:
- 255"
Definitions,RequestHeaderWithoutToken.properties.ipAddress.maxLength,,"255
...
","Added:
- 255"
Definitions,RequestHeaderWithoutToken.properties.tppId.maxLength,,"127
...
","Added:
- 127"
